cell_type,exp_type,exp_trial,cell_donor,virus_date,virus_vol_ul,x_data_type,X,y_data_type,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,6,frac_live,0.307323217,0.272183763,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,0,frac_inf,0.001225919,0.00084043,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,1,frac_inf,0.085475124,0.083400759,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,2,frac_inf,0.121726222,0.141457319,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,3,frac_inf,0.153159851,0.162152402,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,4,frac_inf,0.151592584,0.151717801,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,5,frac_inf,0.154533844,0.156036973,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,6,frac_inf,0.154321358,0.156335221,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,0,dead_frac_of_inf,1,1,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,1,dead_frac_of_inf,0.863448276,0.855970149,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.841463415,0.821478382,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.830443828,0.828507795,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.778518228,0.811574697,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,5,dead_frac_of_inf,0.76111767,0.805997779,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.776914108,0.786648776,,,,,,
ecm,timeseries_uninf,1,43A,2014-07-19,0,time_d,2,count_tot,259250,227362.5,224750,,,,,
ecm,timeseries_uninf,1,43A,2014-07-19,0,time_d,4,count_tot,259000,266750,260075,,,,,
ecm,timeseries_uninf,1,43A,2014-07-19,0,time_d,6,count_tot,242812,237350,248875,,,,,
ecm,timeseries_uninf,1,43A,2014-07-19,0,time_d,2,count_dead,25368.15564,15835.4954,15471.15964,,,,,
ecm,timeseries_uninf,1,43A,2014-07-19,0,time_d,4,count_dead,44027.12116,54934.42445,51829.72466,,,,,
ecm,timeseries_uninf,1,43A,2014-07-19,0,time_d,6,count_dead,116486.9414,109605.6853,96728.94392,,,,,
ecm,timeseries_uninf,1,43A,2014-07-19,0,time_d,2,frac_inf,0,0,0,,,,,
ecm,timeseries_uninf,1,43A,2014-07-19,0,time_d,4,frac_inf,0,0,0,,,,,
ecm,timeseries_uninf,1,43A,2014-07-19,0,time_d,6,frac_inf,0,0,0,,,,,
ecm,timeseries_uninf,1,43A,2014-07-19,0,time_d,2,dead_frac_of_inf,,,,,,,,
ecm,timeseries_uninf,1,43A,2014-07-19,0,time_d,4,dead_frac_of_inf,,,,,,,,
ecm,timeseries_uninf,1,43A,2014-07-19,0,time_d,6,dead_frac_of_inf,,,,,,,,
ecm,timeseries_uninf,2,8B,2014-07-19,0,time_d,2,count_tot,277450,278287,273000,,,,,
ecm,timeseries_uninf,2,8B,2014-07-19,0,time_d,4,count_tot,257600,265350,266475,,,,,
ecm,timeseries_uninf,2,8B,2014-07-19,0,time_d,6,count_tot,230750,238712,246073,,,,,
ecm,timeseries_uninf,2,8B,2014-07-19,0,time_d,2,count_dead,41419.81816,32952.41238,33587.36711,,,,,
ecm,timeseries_uninf,2,8B,2014-07-19,0,time_d,4,count_dead,42426.31396,54117.72515,51544.43431,,,,,
ecm,timeseries_uninf,2,8B,2014-07-19,0,time_d,6,count_dead,82476.92056,97976.02217,70156.37908,,,,,
ecm,timeseries_uninf,2,8B,2014-07-19,0,time_d,2,frac_inf,1.16E-05,1.04E-05,1.04E-05,,,,,
ecm,timeseries_uninf,2,8B,2014-07-19,0,time_d,4,frac_inf,0,0,1.09E-05,,,,,
ecm,timeseries_uninf,2,8B,2014-07-19,0,time_d,6,frac_inf,1.39E-05,1.61E-05,1.18E-05,,,,,
ecm,timeseries_uninf,2,8B,2014-07-19,0,time_d,2,dead_frac_of_inf,1,0,0,,,,,
ecm,timeseries_uninf,2,8B,2014-07-19,0,time_d,4,dead_frac_of_inf,,,0,,,,,
ecm,timeseries_uninf,2,8B,2014-07-19,0,time_d,6,dead_frac_of_inf,0,0,0,,,,,
ecm,timeseries_uninf,3,43B,2015-07-15,0,time_d,2,count_tot,275500,272800,279075,,,,,
ecm,timeseries_uninf,3,43B,2015-07-15,0,time_d,4,count_tot,278287.5,258300,270725,,,,,
ecm,timeseries_uninf,3,43B,2015-07-15,0,time_d,6,count_tot,253637.5,244200,256762.5,,,,,
ecm,timeseries_uninf,3,43B,2015-07-15,0,time_d,2,count_dead,66767.23695,32186.97959,29906.01767,,,,,
ecm,timeseries_uninf,3,43B,2015-07-15,0,time_d,4,count_dead,37154.00862,38604.48368,39592.81421,,,,,
ecm,timeseries_uninf,3,43B,2015-07-15,0,time_d,6,count_dead,87691.23775,70437.02961,52811.25956,,,,,
ecm,timeseries_uninf,3,43B,2015-07-15,0,time_d,2,frac_inf,1.05E-05,0,1.01E-05,,,,,
ecm,timeseries_uninf,3,43B,2015-07-15,0,time_d,4,frac_inf,0,0,0,,,,,
ecm,timeseries_uninf,3,43B,2015-07-15,0,time_d,6,frac_inf,1.53E-05,1.35E-05,0,,,,,
ecm,timeseries_uninf,3,43B,2015-07-15,0,time_d,2,dead_frac_of_inf,1,,1,,,,,
ecm,timeseries_uninf,3,43B,2015-07-15,0,time_d,4,dead_frac_of_inf,,,,,,,,
ecm,timeseries_uninf,3,43B,2015-07-15,0,time_d,6,dead_frac_of_inf,1,1,,,,,,
ecm,timeseries_inf,1,43A,2014-07-19,20,time_d,2,count_tot,280000,278500,278775,,,,,
ecm,timeseries_inf,1,43A,2014-07-19,20,time_d,4,count_tot,253000,238650,246675,,,,,
ecm,timeseries_inf,1,43A,2014-07-19,20,time_d,6,count_tot,218700,225400,227250,,,,,
ecm,timeseries_inf,1,43A,2014-07-19,20,time_d,2,count_dead,27103.42289,19898.27342,18895.2654,,,,,
ecm,timeseries_inf,1,43A,2014-07-19,20,time_d,4,count_dead,56207.67019,57624.61027,57398.3915,,,,,
ecm,timeseries_inf,1,43A,2014-07-19,20,time_d,6,count_dead,128565.7305,117343.3209,100813.0285,,,,,
ecm,timeseries_inf,1,43A,2014-07-19,20,time_d,2,frac_inf,0,0,0,,,,,
ecm,timeseries_inf,1,43A,2014-07-19,20,time_d,4,frac_inf,0.006134834,0.005268347,0.004584197,,,,,
ecm,timeseries_inf,1,43A,2014-07-19,20,time_d,6,frac_inf,0.005233722,0.00636057,0.007845709,,,,,
ecm,timeseries_inf,1,43A,2014-07-19,20,time_d,2,dead_frac_of_inf,,,,,,,,
ecm,timeseries_inf,1,43A,2014-07-19,20,time_d,4,dead_frac_of_inf,0.174147217,0.233918129,0.173366834,,,,,
ecm,timeseries_inf,1,43A,2014-07-19,20,time_d,6,dead_frac_of_inf,0.432432432,0.474418605,0.409221902,,,,,
ecm,timeseries_inf,2,8B,2014-07-19,20,time_d,2,count_tot,269100,274625,264000,,,,,
ecm,timeseries_inf,2,8B,2014-07-19,20,time_d,4,count_tot,252000,242250,248000,,,,,
ecm,timeseries_inf,2,8B,2014-07-19,20,time_d,6,count_tot,218700,215062.5,213287.5,,,,,
ecm,timeseries_inf,2,8B,2014-07-19,20,time_d,2,count_dead,48355.83104,43766.6376,44030.36111,,,,,
ecm,timeseries_inf,2,8B,2014-07-19,20,time_d,4,count_dead,83444.70005,83478.2528,81533.18098,,,,,
ecm,timeseries_inf,2,8B,2014-07-19,20,time_d,6,count_dead,116003.3644,118906.9119,104725.1896,,,,,
ecm,timeseries_inf,2,8B,2014-07-19,20,time_d,2,frac_inf,0.000952664,0.001248075,0.001354494,,,,,
ecm,timeseries_inf,2,8B,2014-07-19,20,time_d,4,frac_inf,0.05246859,0.044254777,0.042359337,,,,,
ecm,timeseries_inf,2,8B,2014-07-19,20,time_d,6,frac_inf,0.056958789,0.051774866,0.072359551,,,,,
ecm,timeseries_inf,2,8B,2014-07-19,20,time_d,2,dead_frac_of_inf,0.038961039,0.046728972,0.018867925,,,,,
ecm,timeseries_inf,2,8B,2014-07-19,20,time_d,4,dead_frac_of_inf,0.276800771,0.23734683,0.206276446,,,,,
ecm,timeseries_inf,2,8B,2014-07-19,20,time_d,6,dead_frac_of_inf,0.391382406,0.420695505,0.489795918,,,,,
ecm,timeseries_inf,3,43B,2015-07-15,50,time_d,2,count_tot,263500,264600,264000,,,,,
ecm,timeseries_inf,3,43B,2015-07-15,50,time_d,4,count_tot,258000,256250,266000,,,,,
ecm,timeseries_inf,3,43B,2015-07-15,50,time_d,6,count_tot,231000,240262.5,237187.5,,,,,
ecm,timeseries_inf,3,43B,2015-07-15,50,time_d,2,count_dead,65172.89569,48295.25959,47308.13156,,,,,
ecm,timeseries_inf,3,43B,2015-07-15,50,time_d,4,count_dead,107692.114,109541.1655,110773.0869,,,,,
ecm,timeseries_inf,3,43B,2015-07-15,50,time_d,6,count_dead,147595.8758,161734.3318,155336.7298,,,,,
ecm,timeseries_inf,3,43B,2015-07-15,50,time_d,2,frac_inf,0.000244276,0.001579023,0.000929574,,,,,
ecm,timeseries_inf,3,43B,2015-07-15,50,time_d,4,frac_inf,0.019073304,0.016898966,0.018421212,,,,,
ecm,timeseries_inf,3,43B,2015-07-15,50,time_d,6,frac_inf,0.023002938,0.021744162,0.03453127,,,,,
ecm,timeseries_inf,3,43B,2015-07-15,50,time_d,2,dead_frac_of_inf,0.052631579,0.098591549,0.095238095,,,,,
ecm,timeseries_inf,3,43B,2015-07-15,50,time_d,4,dead_frac_of_inf,0.508943782,0.476086957,0.46147541,,,,,
ecm,timeseries_inf,3,43B,2015-07-15,50,time_d,6,dead_frac_of_inf,0.446257738,0.532874139,0.591203704,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,0,count_tot,181569,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,1,count_tot,191475,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,2,count_tot,194700,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,3,count_tot,218000,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,4,count_tot,160962,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,0,count_dead,107569.7611,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,1,count_dead,108987.2337,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,2,count_dead,99191.80527,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,3,count_dead,112857.4232,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,4,count_dead,87627.06529,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,0,frac_inf,0.01074573,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,1,frac_inf,0.005493215,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,2,frac_inf,0.001290798,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,3,frac_inf,0.000129111,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,4,frac_inf,0,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,0,dead_frac_of_inf,0.459587956,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,1,dead_frac_of_inf,0.444078947,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,2,dead_frac_of_inf,0.271428571,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,3,dead_frac_of_inf,0.6,,,,,,,
ecm,virus_decay,1,38A,2015-06-22,10,t_incub_d,4,dead_frac_of_inf,,,,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,0,count_tot,237260,245525,245000,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,1,count_tot,248575,251875,244900,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,2,count_tot,256200,253500,254687,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,3,count_tot,269063,260000,260400,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,4,count_tot,268150,273763,278162,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,0,count_dead,77920.00258,76895.45336,79626.92895,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,1,count_dead,80671.85155,65952.58027,72067.73534,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,2,count_dead,68216.57931,60708.79423,65495.52091,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,3,count_dead,69883.60383,56509.00191,65805.14458,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,4,count_dead,75806.1758,58096.44215,66243.56533,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,0,frac_inf,0.008940079,0.020850971,0.018556651,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,1,frac_inf,0.005241257,0.008780396,0.008528858,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,2,frac_inf,7.40E-05,0.000148861,0.000142445,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,3,frac_inf,5.09E-05,8.48E-05,7.70E-05,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,4,frac_inf,0,0,0,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,0,dead_frac_of_inf,0.356487549,0.354408353,0.33616188,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,1,dead_frac_of_inf,0.370932755,0.360589812,0.364123159,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,2,dead_frac_of_inf,0.333333333,0.461538462,0.333333333,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,3,dead_frac_of_inf,0.25,0.142857143,0.375,,,,,
ecm,virus_decay,2,32A,2015-06-22,10,t_incub_d,4,dead_frac_of_inf,,,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,1.25,frac_live,0.356606498,0.345836538,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,2.5,frac_live,0.313866522,0.300367206,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,5,frac_live,0.343593837,0.337854922,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,10,frac_live,0.418494769,0.301695433,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,20,frac_live,0.223382991,0.232620195,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,40,frac_live,0.168712905,0.164714214,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,1.25,frac_inf,0.001227437,0.0009089,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,2.5,frac_inf,0.001368512,0.00180072,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,5,frac_inf,0.00329678,0.003075136,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,10,frac_inf,0.007467094,0.005040477,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,20,frac_inf,0.00644918,0.007768962,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,40,frac_inf,0.009813374,0.008350792,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,1.25,dead_frac_of_inf,0.588235294,0.5,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,2.5,dead_frac_of_inf,0.395348837,0.431372549,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,5,dead_frac_of_inf,0.494736842,0.544444444,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,10,dead_frac_of_inf,0.508474576,0.533333333,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,20,dead_frac_of_inf,0.438596491,0.583586626,,,,,,
ecm,virus_dilution,1,36A,2015-06-01,NA,v_innoc,40,dead_frac_of_inf,0.624454148,0.597173145,,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,1.25,frac_live,0.53306561,0.560808149,0.504837157,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,2.5,frac_live,0.519596572,0.475299401,0.478656962,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,5,frac_live,0.455221359,0.531213255,0.450678651,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,10,frac_live,0.452769027,0.419470046,0.461141822,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,20,frac_live,0.345395514,0.39830244,0.35959034,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,40,frac_live,0.259611096,0.292117315,0.274605745,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,1.25,frac_inf,0.001721081,0.001632056,0.000911716,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,2.5,frac_inf,0.003292224,0.006923653,0.003240197,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,5,frac_inf,0.004528557,0.000106895,0.004130918,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,10,frac_inf,0.00757887,0.008352535,0.006642821,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,20,frac_inf,0.008854782,0.009611184,0.008344924,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,40,frac_inf,0.010569976,0.014648089,0.011651647,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,1.25,dead_frac_of_inf,0.303030303,0.448275862,0.055555556,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,2.5,dead_frac_of_inf,0.428571429,0.418918919,0.420289855,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,5,dead_frac_of_inf,0.492537313,0.5,0.417582418,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,10,dead_frac_of_inf,0.355421687,0.496551724,0.384615385,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,20,dead_frac_of_inf,0.433333333,0.461038961,0.398989899,,,,,
ecm,virus_dilution,2,40A,2015-06-01,NA,v_innoc,40,dead_frac_of_inf,0.535864979,0.596452328,0.564954683,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,0,frac_live,0.893647395,0.902109248,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,0.5,frac_live,0.885896527,0.884744564,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,1,frac_live,0.837520938,0.828013891,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,2,frac_live,0.795993004,0.796623666,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,3,frac_live,0.758391291,0.756875189,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,4,frac_live,0.737221977,0.754375377,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,6,frac_live,0.772972973,0.776332094,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,0,frac_inf,0,0,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,0.5,frac_inf,0,0,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,1,frac_inf,0.001340034,0.001488341,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,2,frac_inf,0.037366831,0.037426342,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,3,frac_inf,0.128061687,0.117255969,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,4,frac_inf,0.142730888,0.142275196,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,6,frac_inf,0.145637066,0.131195787,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,0,dead_frac_of_inf,,,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,0.5,dead_frac_of_inf,,,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,1,dead_frac_of_inf,0.375,0.444444444,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.446808511,0.404255319,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.47579693,0.476804124,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.42002064,0.422057264,,,,,,
ecm,drugstopping_efav,1,UNK11,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.336161188,0.356552538,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,0,frac_live,0.759486107,0.79034761,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,1,frac_live,0.742296512,0.753850667,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,2,frac_live,0.726074011,0.74635993,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,3,frac_live,0.704353836,0.700616861,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,4,frac_live,0.719229146,0.707913272,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,5,frac_live,0.717643767,0.730747209,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,6,frac_live,0.719469644,0.717369971,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,0,frac_inf,0,0,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,1,frac_inf,0.000145349,0.000440076,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,2,frac_inf,0.0155962,0.018782761,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,3,frac_inf,0.025431928,0.032488005,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,4,frac_inf,0.041074694,0.035492335,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,5,frac_inf,0.04855184,0.04008016,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,6,frac_inf,0.042428472,0.043179588,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,0,dead_frac_of_inf,,,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,1,dead_frac_of_inf,1,0,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.454545455,0.449612403,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.39673913,0.47257384,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.462328767,0.455252918,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,5,dead_frac_of_inf,0.446685879,0.389285714,,,,,,
ecm,drugstopping_efav,2,UNK12,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.394736842,0.412337662,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,0,frac_live,0.781519065,0.783895706,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,1,frac_live,0.685894004,0.66890236,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,2,frac_live,0.619224324,0.571586024,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,3,frac_live,0.588484918,0.602722046,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,4,frac_live,0.571109872,0.522547227,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,5,frac_live,0.565789474,0.527537412,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,6,frac_live,0.528050778,0.484557245,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,0,frac_inf,0,0,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,1,frac_inf,0.002944325,0.005030311,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,2,frac_inf,0.093847259,0.101399758,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,3,frac_inf,0.122720495,0.11427901,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,4,frac_inf,0.132961517,0.137009953,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,5,frac_inf,0.134841235,0.144049679,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,6,frac_inf,0.14486077,0.153121209,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,0,dead_frac_of_inf,,,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,1,dead_frac_of_inf,0.545454545,0.538461538,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.674744898,0.741304348,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.668224299,0.689938398,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.690436242,0.689399555,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,5,dead_frac_of_inf,0.672580645,0.683392226,,,,,,
ecm,drugstopping_efav,3,UNK13,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.686219081,0.689213894,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,0,frac_live,0.531335703,0.579088772,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,1,frac_live,0.570718531,0.536515415,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,2,frac_live,0.53099897,0.559191021,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,3,frac_live,0.551209634,0.499138426,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,4,frac_live,0.545700042,0.613574554,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,5,frac_live,0.540927763,0.534334111,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,6,frac_live,0.512334333,0.4338169,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,0,frac_inf,0.000203149,0.000335833,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,1,frac_inf,0.000864398,0.002355833,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,2,frac_inf,0.081668383,0.087886489,,,,,,
